support,file_category,threshold,accuracy,balanced_accuracy,precision,recall,false_positive_rate,false_negative_rate,tp,tn,fp,fn
186,config,0.4499999999999999,0.8924731182795699,0.8248577524893315,0.9266666666666666,0.9391891891891893,0.2894736842105263,0.0608108108108108,139,27,11,9
198,docs,0.4499999999999999,0.904040404040404,0.9224537037037036,0.9844961240310076,0.8819444444444444,0.037037037037037,0.1180555555555555,127,52,2,17
253,source,0.4499999999999999,0.7786561264822134,0.7698255352894527,0.8289473684210527,0.8076923076923077,0.268041237113402,0.1923076923076923,126,71,26,30
200,test,0.4499999999999999,0.86,0.843035343035343,0.9285714285714286,0.8783783783783784,0.1923076923076923,0.1216216216216216,130,42,10,18
