support,language,threshold,accuracy,balanced_accuracy,precision,recall,false_positive_rate,false_negative_rate,tp,tn,fp,fn
438,Java,0.4499999999999999,0.9269406392694064,0.92818957157421,0.969283276450512,0.9250814332247556,0.0687022900763358,0.0749185667752443,284,122,9,23
399,Python,0.4499999999999999,0.7719298245614035,0.7299465240641712,0.8561151079136691,0.8235294117647058,0.3636363636363636,0.1764705882352941,238,70,40,51
