calendar_month,commits,commits_with_allowed_hunks,ai_like_commits,mean_ai_line_fraction,mean_max_hunk_score,repo,threshold_label,commit_ai_fraction
2024-03,20,4,4,0.2,0.177222136058272,elasticsearch,medium,0.2
2024-04,20,11,11,0.5036840527577937,0.4200566847617419,elasticsearch,medium,0.55
2024-05,20,12,11,0.5307227234479137,0.5001570667556983,elasticsearch,medium,0.55
2024-06,20,10,8,0.3395380434782609,0.330582269164159,elasticsearch,medium,0.4
2024-07,20,7,6,0.291025641025641,0.2503039441418669,elasticsearch,medium,0.3
2024-08,20,9,9,0.4463302752293578,0.3960339363270412,elasticsearch,medium,0.45
2024-09,20,10,10,0.4873684210526315,0.4422638484852402,elasticsearch,medium,0.5
2024-10,20,6,6,0.2905405405405405,0.2681423850869416,elasticsearch,medium,0.3
2024-11,20,11,11,0.5264417607811828,0.4979439950262646,elasticsearch,medium,0.55
2024-12,20,9,8,0.4,0.3488601884814472,elasticsearch,medium,0.4
2025-01,20,8,8,0.3945804669539602,0.3326928350647343,elasticsearch,medium,0.4
2025-02,20,7,7,0.35,0.2790199997454831,elasticsearch,medium,0.35
2025-03,20,6,6,0.2601077591458214,0.2845003885409682,elasticsearch,medium,0.3
2025-04,20,9,9,0.4188292115967484,0.3662236596149847,elasticsearch,medium,0.45
2025-05,20,10,9,0.4334920634920635,0.3951456092584478,elasticsearch,medium,0.45
2025-06,20,8,8,0.3507081735998803,0.351039949860867,elasticsearch,medium,0.4
2025-07,20,12,12,0.5659090909090909,0.5159187732771874,elasticsearch,medium,0.6
2025-08,20,10,9,0.437960977725285,0.40112019297277,elasticsearch,medium,0.45
2025-09,20,14,13,0.6035912570785318,0.5989054649944473,elasticsearch,medium,0.65
2025-10,20,8,8,0.3543047634136037,0.3321217282785461,elasticsearch,medium,0.4
2025-11,20,9,9,0.4403418244059605,0.3969065535083543,elasticsearch,medium,0.45
2025-12,20,12,12,0.5233162057223962,0.4810749248257436,elasticsearch,medium,0.6
