calendar_month,commits,commits_with_allowed_hunks,ai_like_commits,mean_ai_line_fraction,mean_max_hunk_score,repo,threshold_label,commit_ai_fraction
2025-09,60,35,33,0.533335864864375,0.4727363307952588,elasticsearch,low,0.55
2025-10,60,29,28,0.4426062887781181,0.3862280932600056,elasticsearch,low,0.4666666666666667
2025-11,60,25,23,0.37775158555844474,0.32930815216439974,elasticsearch,low,0.38333333333333336
2025-12,60,34,34,0.5521157296650718,0.4836249677282772,elasticsearch,low,0.5666666666666667
2021-01,60,26,24,0.39650084546991765,0.3658271301166677,elasticsearch,medium,0.4
2021-02,60,30,29,0.45598092870956236,0.4443233053477635,elasticsearch,medium,0.48333333333333334
2021-03,60,19,17,0.26433631143991476,0.2573804165790295,elasticsearch,medium,0.2833333333333333
2021-04,60,32,31,0.4999566254608545,0.4371580134081251,elasticsearch,medium,0.5166666666666667
2021-05,60,24,23,0.37580811287404886,0.33974075031928685,elasticsearch,medium,0.38333333333333336
2021-06,60,26,26,0.4305184500710454,0.38722633278821056,elasticsearch,medium,0.43333333333333335
2021-07,60,27,24,0.37824376005336535,0.35985724843177663,elasticsearch,medium,0.4
2021-08,60,27,26,0.40916918908842725,0.3992030940486187,elasticsearch,medium,0.43333333333333335
2021-09,60,35,35,0.517007541434811,0.488745625100336,elasticsearch,medium,0.5833333333333334
2021-10,60,29,29,0.4637775868635065,0.4133124525622512,elasticsearch,medium,0.48333333333333334
2021-11,60,23,22,0.33692382453479996,0.3247453673018435,elasticsearch,medium,0.36666666666666664
2021-12,60,25,25,0.39540755938781386,0.3558836335295231,elasticsearch,medium,0.4166666666666667
2022-01,60,31,31,0.49454889104786254,0.426971536515321,elasticsearch,medium,0.5166666666666667
2022-02,60,26,26,0.4124207815171157,0.37455004195577085,elasticsearch,medium,0.43333333333333335
2022-03,60,31,30,0.47705941187568135,0.44613878563781767,elasticsearch,medium,0.5
2022-04,60,26,26,0.404917357256502,0.38702519339218117,elasticsearch,medium,0.43333333333333335
2022-05,60,32,30,0.4625040226435248,0.4385517934826834,elasticsearch,medium,0.5
2022-06,60,30,29,0.4541631457536904,0.40526131194143716,elasticsearch,medium,0.48333333333333334
2022-07,60,35,35,0.55594951686465,0.5168345981899835,elasticsearch,medium,0.5833333333333334
2022-08,60,28,26,0.4200211538917712,0.37167525587530326,elasticsearch,medium,0.43333333333333335
2022-09,60,32,28,0.4454814023130693,0.42698644921529466,elasticsearch,medium,0.4666666666666667
2022-10,60,33,33,0.5385891288651209,0.47769025683895294,elasticsearch,medium,0.55
2022-11,60,34,33,0.5472096583919988,0.4916015834623955,elasticsearch,medium,0.55
2022-12,60,35,34,0.525987954079897,0.4984692627761817,elasticsearch,medium,0.5666666666666667
2023-01,60,36,36,0.5489569610988106,0.5198518208773506,elasticsearch,medium,0.6
2023-02,60,35,35,0.5157981282036956,0.5036367561114562,elasticsearch,medium,0.5833333333333334
2023-03,60,29,29,0.45772292830682954,0.41943022270637936,elasticsearch,medium,0.48333333333333334
2023-04,60,26,25,0.3878036198995544,0.365706478218376,elasticsearch,medium,0.4166666666666667
2023-05,60,38,37,0.5922915501663942,0.5470655298808836,elasticsearch,medium,0.6166666666666667
2023-06,60,35,34,0.5287146739035821,0.4647680415025166,elasticsearch,medium,0.5666666666666667
2023-07,60,30,30,0.45488625370698094,0.44617790753471004,elasticsearch,medium,0.5
2023-08,60,29,28,0.4427955995348732,0.4070331990915313,elasticsearch,medium,0.4666666666666667
2023-09,60,30,30,0.4627017118889324,0.43084656222780365,elasticsearch,medium,0.5
2023-10,60,20,20,0.3188490486864092,0.2822204878720212,elasticsearch,medium,0.3333333333333333
2023-11,60,34,33,0.51942819177702,0.4794993269945286,elasticsearch,medium,0.55
2023-12,60,32,32,0.5097279627645802,0.4670684959611566,elasticsearch,medium,0.5333333333333333
2024-01,60,33,31,0.5025092483791049,0.46234549187457824,elasticsearch,medium,0.5166666666666667
2024-02,60,32,30,0.46485400225732304,0.4358314078410043,elasticsearch,medium,0.5
2024-03,60,22,20,0.3194766751703984,0.2944961472470426,elasticsearch,medium,0.3333333333333333
2024-04,60,31,28,0.42598746153776984,0.4031822654954426,elasticsearch,medium,0.4666666666666667
2024-05,60,24,23,0.37327305723745924,0.3358276365502426,elasticsearch,medium,0.38333333333333336
2024-06,60,24,21,0.3175269393811504,0.2973767930128245,elasticsearch,medium,0.35
2024-07,60,25,24,0.3739140835591264,0.340064279216468,elasticsearch,medium,0.4
2024-08,60,27,26,0.4095818178586665,0.3841143133957748,elasticsearch,medium,0.43333333333333335
2024-09,60,26,26,0.41822611467625775,0.3805694879037267,elasticsearch,medium,0.43333333333333335
2024-10,60,24,24,0.38885059749965034,0.3499773905622222,elasticsearch,medium,0.4
2024-11,60,29,28,0.4568442232906973,0.41215487428286796,elasticsearch,medium,0.4666666666666667
2024-12,60,30,29,0.4714465412433485,0.42149485897809685,elasticsearch,medium,0.48333333333333334
2025-01,60,27,27,0.43337402408248243,0.39168990404000337,elasticsearch,medium,0.45
2025-02,60,24,24,0.39322851153039834,0.32133895653955447,elasticsearch,medium,0.4
2025-03,60,23,23,0.3355889650764358,0.34077260009848515,elasticsearch,medium,0.38333333333333336
2025-04,60,32,31,0.48651843572806003,0.45369153762827685,elasticsearch,medium,0.5166666666666667
2025-05,60,28,27,0.4283732908385477,0.3909655608256281,elasticsearch,medium,0.45
2025-06,60,25,25,0.3659136460504323,0.3530734108612727,elasticsearch,medium,0.4166666666666667
2025-07,60,29,29,0.46607880423669895,0.3980277451250918,elasticsearch,medium,0.48333333333333334
2025-08,60,27,25,0.38434872202464176,0.364102530350097,elasticsearch,medium,0.4166666666666667
2025-09,60,35,32,0.4986158814330619,0.4727363307952588,elasticsearch,medium,0.5333333333333333
2025-10,60,29,27,0.40426001804326106,0.3862280932600056,elasticsearch,medium,0.45
2025-11,60,25,22,0.3451347367963081,0.32930815216439974,elasticsearch,medium,0.36666666666666664
2025-12,60,34,34,0.5263777884093663,0.4836249677282772,elasticsearch,medium,0.5666666666666667
2021-01,60,26,24,0.37622607332776675,0.3658271301166677,elasticsearch,high,0.4
2021-02,60,30,29,0.44629595934501587,0.4443233053477635,elasticsearch,high,0.48333333333333334
2021-03,60,19,16,0.24273048162201818,0.2573804165790295,elasticsearch,high,0.26666666666666666
2021-04,60,32,30,0.4335271883853627,0.4371580134081251,elasticsearch,high,0.5
2021-05,60,24,22,0.3521520152645821,0.33974075031928685,elasticsearch,high,0.36666666666666664
2021-06,60,26,26,0.4066998699750681,0.38722633278821056,elasticsearch,high,0.43333333333333335
2021-07,60,27,23,0.3484140182167143,0.35985724843177663,elasticsearch,high,0.38333333333333336
2021-08,60,27,26,0.3722196159586859,0.3992030940486187,elasticsearch,high,0.43333333333333335
2021-09,60,35,33,0.48240691710748645,0.488745625100336,elasticsearch,high,0.55
2021-10,60,29,29,0.45631550521875414,0.4133124525622512,elasticsearch,high,0.48333333333333334
2021-11,60,23,22,0.3315978148064292,0.3247453673018435,elasticsearch,high,0.36666666666666664
2021-12,60,25,23,0.3506379935950867,0.3558836335295231,elasticsearch,high,0.38333333333333336
2022-01,60,31,26,0.41241798767174936,0.426971536515321,elasticsearch,high,0.43333333333333335
2022-02,60,26,25,0.3841543801176117,0.37455004195577085,elasticsearch,high,0.4166666666666667
2022-03,60,31,30,0.46135934098563636,0.44613878563781767,elasticsearch,high,0.5
2022-04,60,26,26,0.39799726307833094,0.38702519339218117,elasticsearch,high,0.43333333333333335
2022-05,60,32,30,0.4369766536542211,0.4385517934826834,elasticsearch,high,0.5
2022-06,60,30,27,0.38187971667459425,0.40526131194143716,elasticsearch,high,0.45
2022-07,60,35,35,0.5406822044259961,0.5168345981899835,elasticsearch,high,0.5833333333333334
