calendar_month,commits,commits_with_allowed_hunks,ai_like_commits,mean_ai_line_fraction,mean_max_hunk_score,repo,threshold_label,commit_ai_fraction
2016-07,1,0,0,0.0,0.0,django,low,0.0
2016-09,2,2,2,0.7760416666666667,0.8072386263261682,django,low,1.0
2016-10,1,1,1,1.0,0.8936072868730573,django,low,1.0
2017-04,1,1,1,0.6494845360824743,0.9343844908143831,django,low,1.0
2017-06,1,1,1,1.0,0.9699205045008519,django,low,1.0
2019-04,1,1,1,1.0,0.7348442633208941,django,low,1.0
2019-05,8,2,2,0.25,0.10822497278347537,django,low,0.25
2019-10,1,1,1,0.9545454545454546,0.8948315264867417,django,low,1.0
2020-01,1,1,0,0.0,0.25055558675022743,django,low,0.0
2020-02,1,1,1,1.0,0.9452395393388531,django,low,1.0
2020-03,1,0,0,0.0,0.0,django,low,0.0
2020-04,4,3,3,0.6990445859872612,0.4399404730718755,django,low,0.75
2020-05,1,1,1,0.8125,0.8943218518424867,django,low,1.0
2020-06,3,3,3,0.7418674698795181,0.7207970402299607,django,low,1.0
2020-07,1,0,0,0.0,0.0,django,low,0.0
2020-08,3,2,2,0.6452991452991453,0.5920368811695869,django,low,0.6666666666666666
2020-09,1,0,0,0.0,0.0,django,low,0.0
2020-10,3,3,3,1.0,0.7268562074410516,django,low,1.0
2020-11,10,8,7,0.6725888324873097,0.6073657278620214,django,low,0.7
2020-12,18,14,14,0.6908589096089096,0.5569725364050843,django,low,0.7777777777777778
2021-01,60,19,17,0.26359444005424704,0.20939644778651836,django,low,0.2833333333333333
2021-02,60,26,25,0.39585373290730436,0.30581366124853565,django,low,0.4166666666666667
2021-03,60,23,23,0.34902820447175287,0.26002963141271845,django,low,0.38333333333333336
2021-04,60,28,26,0.4121213129177737,0.3237167936113661,django,low,0.43333333333333335
2021-05,60,33,31,0.48873356911287946,0.3561066272523367,django,low,0.5166666666666667
2021-06,60,28,25,0.3769955056448389,0.3223629398801167,django,low,0.4166666666666667
2021-07,60,29,26,0.41119005444754614,0.3513386969094416,django,low,0.43333333333333335
2021-08,60,29,27,0.43927575459317586,0.34878532586421185,django,low,0.45
2021-09,60,26,25,0.39774374176548094,0.2895854783537931,django,low,0.4166666666666667
2021-10,60,25,23,0.3652149942911906,0.31218235250446,django,low,0.38333333333333336
2021-11,60,29,27,0.43790340047649984,0.32522872362006827,django,low,0.45
2021-12,60,22,22,0.3274656443774091,0.28065015204434,django,low,0.36666666666666664
2022-01,60,31,31,0.5001397551397552,0.38925881680619906,django,low,0.5166666666666667
2022-02,60,33,30,0.46112412063201036,0.40578525332838494,django,low,0.5
2022-03,60,19,19,0.30302532123960696,0.2563355140166344,django,low,0.31666666666666665
2022-04,60,26,26,0.41696649029982363,0.3336871482231659,django,low,0.43333333333333335
2022-05,60,29,27,0.4386044880785414,0.37379563314557857,django,low,0.45
2022-06,60,27,26,0.40862106050149527,0.3279505366575858,django,low,0.43333333333333335
2022-07,59,22,21,0.34866828087167073,0.27374540637550143,django,low,0.3559322033898305
2022-08,60,25,21,0.3437939778486978,0.2900453660192099,django,low,0.35
2022-09,60,27,25,0.4046174413821472,0.317485963004487,django,low,0.4166666666666667
2022-10,60,24,22,0.3546929142027181,0.3108488281419566,django,low,0.36666666666666664
2022-11,60,31,30,0.4842032617032617,0.39526488935247966,django,low,0.5
2022-12,60,26,22,0.3403763036656556,0.2987220960279375,django,low,0.36666666666666664
2023-01,60,19,18,0.26041990967260964,0.24904568432184068,django,low,0.3
2023-02,60,25,25,0.40212117923373186,0.3112503489913047,django,low,0.4166666666666667
2023-03,60,31,30,0.47274201750285016,0.3957265795524588,django,low,0.5
2023-04,60,29,28,0.4565887175785077,0.3714996727826107,django,low,0.4666666666666667
2023-05,60,27,27,0.42380952380952386,0.3359719139844138,django,low,0.45
2023-06,60,29,28,0.4468113718113718,0.35285641786312055,django,low,0.4666666666666667
2023-07,60,36,35,0.5535181714471968,0.4689433897195608,django,low,0.5833333333333334
2023-08,56,30,30,0.5101476274581672,0.426295691981712,django,low,0.5357142857142857
2023-09,60,20,20,0.3243589743589743,0.26315463071452877,django,low,0.3333333333333333
2023-10,60,25,25,0.40373305440319585,0.31804466600799486,django,low,0.4166666666666667
2023-11,60,25,25,0.4103605724959161,0.318097539769676,django,low,0.4166666666666667
2023-12,60,21,21,0.33476597084187376,0.27182220831776466,django,low,0.35
2024-01,60,29,29,0.45911565667107174,0.3984017120007991,django,low,0.48333333333333334
2024-02,60,26,26,0.40026155723839635,0.3456241184717244,django,low,0.43333333333333335
2024-03,60,25,23,0.37973217964565303,0.3116513542736178,django,low,0.38333333333333336
2024-04,59,21,20,0.3180277972593469,0.2681766150373877,django,low,0.3389830508474576
2024-05,60,17,16,0.2538332591053048,0.2212799293793384,django,low,0.26666666666666666
2024-06,60,25,24,0.36302531635426377,0.3119838842750102,django,low,0.4
2024-07,60,28,27,0.4429885912500122,0.37740138176265126,django,low,0.45
2024-08,60,30,27,0.4328754578754579,0.3744821719746151,django,low,0.45
2024-09,60,28,26,0.4116970259051227,0.35446934720223616,django,low,0.43333333333333335
2024-10,60,17,17,0.26666666666666666,0.23109321584892126,django,low,0.2833333333333333
2024-11,60,22,21,0.3200581395582603,0.2842645833516509,django,low,0.35
2024-12,60,25,22,0.3552362957017126,0.3036110594567557,django,low,0.36666666666666664
2025-01,60,31,30,0.46956302521008403,0.37920219927102644,django,low,0.5
2025-02,60,23,23,0.38101851851851853,0.2904702954495181,django,low,0.38333333333333336
2025-03,60,27,25,0.36867545888480663,0.3231157903424122,django,low,0.4166666666666667
2025-04,60,27,26,0.42850877192982456,0.3405665793499125,django,low,0.43333333333333335
2025-05,60,33,33,0.5338627612761276,0.4318806123102682,django,low,0.55
2025-06,60,34,34,0.5443172568172568,0.44723677242453114,django,low,0.5666666666666667
2025-07,60,32,32,0.515359225419377,0.41807011618033596,django,low,0.5333333333333333
2025-08,60,17,16,0.25952380952380955,0.22612816283354892,django,low,0.26666666666666666
2025-09,60,19,19,0.2950450755014649,0.24493530524473045,django,low,0.31666666666666665
2025-10,60,22,20,0.3188913339909239,0.24892359374424117,django,low,0.3333333333333333
2025-11,60,29,28,0.44140737734487734,0.368478609271547,django,low,0.4666666666666667
2025-12,59,26,25,0.3833685446799881,0.31007080136782394,django,low,0.423728813559322
2016-07,1,0,0,0.0,0.0,django,medium,0.0
2016-09,2,2,2,0.7760416666666667,0.8072386263261682,django,medium,1.0
2016-10,1,1,1,1.0,0.8936072868730573,django,medium,1.0
2017-04,1,1,1,0.6494845360824743,0.9343844908143831,django,medium,1.0
2017-06,1,1,1,1.0,0.9699205045008519,django,medium,1.0
2019-04,1,1,1,1.0,0.7348442633208941,django,medium,1.0
2019-05,8,2,1,0.125,0.10822497278347537,django,medium,0.125
2019-10,1,1,1,0.9297520661157025,0.8948315264867417,django,medium,1.0
2020-01,1,1,0,0.0,0.25055558675022743,django,medium,0.0
2020-02,1,1,1,1.0,0.9452395393388531,django,medium,1.0
2020-03,1,0,0,0.0,0.0,django,medium,0.0
2020-04,4,3,2,0.44904458598726116,0.4399404730718755,django,medium,0.5
2020-05,1,1,1,0.625,0.8943218518424867,django,medium,1.0
2020-06,3,3,3,0.5898813201524046,0.7207970402299607,django,medium,1.0
2020-07,1,0,0,0.0,0.0,django,medium,0.0
2020-08,3,2,2,0.4615384615384615,0.5920368811695869,django,medium,0.6666666666666666
2020-09,1,0,0,0.0,0.0,django,medium,0.0
2020-10,3,3,2,0.5419501133786848,0.7268562074410516,django,medium,0.6666666666666666
2020-11,10,8,7,0.6211928934010152,0.6073657278620214,django,medium,0.7
2020-12,18,14,13,0.6327457264957265,0.5569725364050843,django,medium,0.7222222222222222
2021-01,60,19,16,0.242839200645077,0.20939644778651836,django,medium,0.26666666666666666
2021-02,60,26,24,0.3772812736205593,0.30581366124853565,django,medium,0.4
2021-03,60,23,20,0.2836634752467295,0.26002963141271845,django,medium,0.3333333333333333
2021-04,60,28,25,0.36159769434122574,0.3237167936113661,django,medium,0.4166666666666667
2021-05,60,33,28,0.44044631634286807,0.3561066272523367,django,medium,0.4666666666666667
2021-06,60,28,24,0.34908175273108605,0.3223629398801167,django,medium,0.4
2021-07,60,29,24,0.3869476302051219,0.3513386969094416,django,medium,0.4
2021-08,60,29,25,0.3836623286672499,0.34878532586421185,django,medium,0.4166666666666667
2021-09,60,26,21,0.3001870148666487,0.2895854783537931,django,medium,0.35
2021-10,60,25,22,0.3485483276245239,0.31218235250446,django,medium,0.36666666666666664
2021-11,60,29,26,0.41876759800736413,0.32522872362006827,django,medium,0.43333333333333335
2021-12,60,22,22,0.3265956810074457,0.28065015204434,django,medium,0.36666666666666664
2022-01,60,31,30,0.4774480838766553,0.38925881680619906,django,medium,0.5
2022-02,60,33,29,0.42738726959371043,0.40578525332838494,django,medium,0.48333333333333334
2022-03,60,19,18,0.2863586545729403,0.2563355140166344,django,medium,0.3
2022-04,60,26,25,0.3942896328682933,0.3336871482231659,django,medium,0.4166666666666667
2022-05,60,29,27,0.42601570615466017,0.37379563314557857,django,medium,0.45
2022-06,60,27,24,0.35032925093251316,0.3279505366575858,django,medium,0.4
2022-07,59,22,19,0.29982511680073076,0.27374540637550143,django,medium,0.3220338983050847
2022-08,60,25,20,0.3265616018695855,0.2900453660192099,django,medium,0.3333333333333333
2022-09,60,27,23,0.352294310627644,0.317485963004487,django,medium,0.38333333333333336
2022-10,60,24,21,0.3193922423056216,0.3108488281419566,django,medium,0.35
2022-11,60,31,29,0.4547964112437797,0.39526488935247966,django,medium,0.48333333333333334
2022-12,60,26,21,0.3094454760355826,0.2987220960279375,django,medium,0.35
2023-01,60,19,17,0.24769266666958642,0.24904568432184068,django,medium,0.2833333333333333
2023-02,60,25,23,0.3488176674201458,0.3112503489913047,django,medium,0.38333333333333336
2023-03,60,31,28,0.43470580378013757,0.3957265795524588,django,medium,0.4666666666666667
2023-04,60,29,27,0.4287173259579121,0.3714996727826107,django,medium,0.45
2023-05,60,27,27,0.4112755756792824,0.3359719139844138,django,medium,0.45
2023-06,60,29,26,0.40915496540496543,0.35285641786312055,django,medium,0.43333333333333335
2023-07,60,36,34,0.5250271804562059,0.4689433897195608,django,medium,0.5666666666666667
2023-08,56,30,28,0.4683357807682718,0.426295691981712,django,medium,0.5
2023-09,60,20,19,0.31666666666666665,0.26315463071452877,django,medium,0.31666666666666665
2023-10,60,25,22,0.3581741498912271,0.31804466600799486,django,medium,0.36666666666666664
2023-11,60,25,25,0.38002824142829095,0.318097539769676,django,medium,0.4166666666666667
2023-12,60,21,20,0.3143113810794702,0.27182220831776466,django,medium,0.3333333333333333
2024-01,60,29,27,0.4129018161220355,0.3984017120007991,django,medium,0.45
2024-02,60,26,25,0.3884304805137026,0.3456241184717244,django,medium,0.4166666666666667
2024-03,60,25,22,0.350228958183548,0.3116513542736178,django,medium,0.36666666666666664
2024-04,59,21,17,0.27530731499775357,0.2681766150373877,django,medium,0.288135593220339
2024-05,60,17,15,0.22371962274166846,0.2212799293793384,django,medium,0.25
2024-06,60,25,24,0.3546919830209304,0.3119838842750102,django,medium,0.4
2024-07,60,28,26,0.4291954878017364,0.37740138176265126,django,medium,0.43333333333333335
2024-08,60,30,26,0.41150703871292105,0.3744821719746151,django,medium,0.43333333333333335
2024-09,60,28,26,0.39883411084938,0.35446934720223616,django,medium,0.43333333333333335
2024-10,60,17,17,0.26435185185185184,0.23109321584892126,django,medium,0.2833333333333333
2024-11,60,22,21,0.31831597927951466,0.2842645833516509,django,medium,0.35
2024-12,60,25,20,0.31575943658199634,0.3036110594567557,django,medium,0.3333333333333333
2025-01,60,31,27,0.4209370596723538,0.37920219927102644,django,medium,0.45
2025-02,60,23,21,0.3308763835312508,0.2904702954495181,django,medium,0.35
2025-03,60,27,23,0.3314223031295649,0.3231157903424122,django,medium,0.38333333333333336
2025-04,60,27,25,0.391680247416571,0.3405665793499125,django,medium,0.4166666666666667
2025-05,60,33,32,0.4910295524719185,0.4318806123102682,django,medium,0.5333333333333333
2025-06,60,34,33,0.5137676878517395,0.44723677242453114,django,medium,0.55
2025-07,60,32,31,0.48870656648577293,0.41807011618033596,django,medium,0.5166666666666667
2025-08,60,17,16,0.252686864219372,0.22612816283354892,django,medium,0.26666666666666666
2025-09,60,19,17,0.25298892366568304,0.24493530524473045,django,medium,0.2833333333333333
2025-10,60,22,18,0.251019040422771,0.24892359374424117,django,medium,0.3
2025-11,60,29,27,0.4213875583936748,0.368478609271547,django,medium,0.45
2025-12,59,26,23,0.3418310821643924,0.31007080136782394,django,medium,0.3898305084745763
2016-07,1,0,0,0.0,0.0,django,high,0.0
2016-09,2,2,2,0.6649305555555556,0.8072386263261682,django,high,1.0
2016-10,1,1,1,1.0,0.8936072868730573,django,high,1.0
2017-04,1,1,1,0.6494845360824743,0.9343844908143831,django,high,1.0
2017-06,1,1,1,1.0,0.9699205045008519,django,high,1.0
2019-04,1,1,1,1.0,0.7348442633208941,django,high,1.0
2019-05,8,2,0,0.0,0.10822497278347537,django,high,0.0
2019-10,1,1,1,0.7830578512396694,0.8948315264867417,django,high,1.0
2020-01,1,1,0,0.0,0.25055558675022743,django,high,0.0
2020-02,1,1,1,1.0,0.9452395393388531,django,high,1.0
2020-03,1,0,0,0.0,0.0,django,high,0.0
2020-04,4,3,2,0.41242038216560506,0.4399404730718755,django,high,0.5
2020-05,1,1,1,0.625,0.8943218518424867,django,high,1.0
2020-06,3,3,2,0.4977242302543507,0.7207970402299607,django,high,0.6666666666666666
2020-07,1,0,0,0.0,0.0,django,high,0.0
2020-08,3,2,2,0.4615384615384615,0.5920368811695869,django,high,0.6666666666666666
2020-09,1,0,0,0.0,0.0,django,high,0.0
2020-10,3,3,2,0.5419501133786848,0.7268562074410516,django,high,0.6666666666666666
2020-11,10,8,7,0.5031278416611992,0.6073657278620214,django,high,0.7
2020-12,18,14,9,0.47915047915047915,0.5569725364050843,django,high,0.5
2021-01,60,19,12,0.16686366103317377,0.20939644778651836,django,high,0.2
2021-02,60,26,22,0.3347857781250638,0.30581366124853565,django,high,0.36666666666666664
2021-03,60,23,17,0.22446373979699405,0.26002963141271845,django,high,0.2833333333333333
2021-04,60,28,21,0.2984660834599577,0.3237167936113661,django,high,0.35
2021-05,60,33,26,0.38486229778921005,0.3561066272523367,django,high,0.43333333333333335
2021-06,60,28,19,0.25324498556320907,0.3223629398801167,django,high,0.31666666666666665
2021-07,60,29,23,0.36700653526402693,0.3513386969094416,django,high,0.38333333333333336
2021-08,60,29,23,0.32918162618457897,0.34878532586421185,django,high,0.38333333333333336
2021-09,60,26,19,0.263498703178337,0.2895854783537931,django,high,0.31666666666666665
2021-10,60,25,21,0.32185206614565376,0.31218235250446,django,high,0.35
2021-11,60,29,23,0.36304338334524094,0.32522872362006827,django,high,0.38333333333333336
2021-12,60,22,21,0.30402878031554503,0.28065015204434,django,high,0.35
2022-01,60,31,29,0.4361482597196883,0.38925881680619906,django,high,0.48333333333333334
2022-02,60,33,27,0.4011324364117243,0.40578525332838494,django,high,0.45
2022-03,60,19,18,0.28388951877047114,0.2563355140166344,django,high,0.3
2022-04,60,26,23,0.3520188689536938,0.3336871482231659,django,high,0.38333333333333336
2022-05,60,29,26,0.39321655615398315,0.37379563314557857,django,high,0.43333333333333335
2022-06,60,27,21,0.2901538696325118,0.3279505366575858,django,high,0.35
2022-07,59,22,18,0.27434825584754013,0.27374540637550143,django,high,0.3050847457627119
2022-08,60,25,20,0.3263005052638414,0.2900453660192099,django,high,0.3333333333333333
2022-09,60,27,19,0.29078984287317616,0.317485963004487,django,high,0.31666666666666665
2022-10,60,24,20,0.28270479313240393,0.3108488281419566,django,high,0.3333333333333333
2022-11,60,31,28,0.41421853425965266,0.39526488935247966,django,high,0.4666666666666667
2022-12,60,26,19,0.27261136949116327,0.2987220960279375,django,high,0.31666666666666665
2023-01,60,19,16,0.21841963207058704,0.24904568432184068,django,high,0.26666666666666666
2023-02,60,25,21,0.29093115430454025,0.3112503489913047,django,high,0.35
