support,language,threshold,accuracy,balanced_accuracy,precision,recall,false_positive_rate,false_negative_rate,tp,tn,fp,fn
438,Java,0.44999999999999996,0.9269406392694064,0.9281895715742099,0.9692832764505119,0.9250814332247557,0.06870229007633588,0.0749185667752443,284,122,9,23
399,Python,0.44999999999999996,0.7719298245614035,0.7299465240641712,0.8561151079136691,0.8235294117647058,0.36363636363636365,0.17647058823529413,238,70,40,51
