calendar_month,commits,commits_with_allowed_hunks,ai_like_commits,mean_ai_line_fraction,mean_max_hunk_score,repo,threshold_label,commit_ai_fraction
2021-01,60,16,16,0.2545862423335997,0.20595967338992646,airflow,low,0.26666666666666666
2021-02,60,24,23,0.3748049998049998,0.31942931678064357,airflow,low,0.38333333333333336
2021-03,60,17,17,0.2741427175899666,0.22764524590253693,airflow,low,0.2833333333333333
2021-04,60,24,24,0.39740740740740743,0.32472553944721866,airflow,low,0.4
2021-05,60,22,22,0.3653199901161354,0.3043697212039525,airflow,low,0.36666666666666664
2021-06,60,22,22,0.36433678500986194,0.286161302506362,airflow,low,0.36666666666666664
2021-07,60,21,20,0.3233288635601743,0.28412012291871075,airflow,low,0.3333333333333333
2021-08,60,27,27,0.42821832235736773,0.3536062194243417,airflow,low,0.45
2021-09,60,24,24,0.3863554179873504,0.34229632827034157,airflow,low,0.4
2021-10,60,24,24,0.3641431705549352,0.29380033695789737,airflow,low,0.4
2021-11,60,21,21,0.3475490196078431,0.2804501689201699,airflow,low,0.35
2021-12,60,27,26,0.4056904326030312,0.3394129719026531,airflow,low,0.43333333333333335
2022-01,60,21,21,0.3116167310020536,0.25924958679275534,airflow,low,0.35
2022-02,60,24,24,0.37917800852295896,0.3028221854046673,airflow,low,0.4
2022-03,60,30,28,0.4527714481620436,0.389549753546213,airflow,low,0.4666666666666667
2022-04,60,21,20,0.2967070217917675,0.2451655756220137,airflow,low,0.3333333333333333
2022-05,60,29,28,0.45855549974087473,0.3806235251202493,airflow,low,0.4666666666666667
2022-06,60,27,27,0.44060370807127885,0.3347630177649945,airflow,low,0.45
2022-07,60,32,32,0.5251461757434878,0.43994666365791246,airflow,low,0.5333333333333333
2022-08,60,23,23,0.36265031911159096,0.2864456428164516,airflow,low,0.38333333333333336
2022-09,60,30,29,0.4634193055389283,0.38095442384192185,airflow,low,0.48333333333333334
2022-10,60,19,19,0.2818669162220205,0.24194405871507604,airflow,low,0.31666666666666665
2022-11,60,24,23,0.3687484712614326,0.32077600184379096,airflow,low,0.38333333333333336
2022-12,60,27,26,0.41510469203603,0.35768990092949493,airflow,low,0.43333333333333335
2023-01,60,28,27,0.439735484792902,0.38977602910316395,airflow,low,0.45
2023-02,60,27,27,0.4353493769991086,0.3760109094913435,airflow,low,0.45
2023-03,60,26,26,0.41156432748538013,0.37780083699176215,airflow,low,0.43333333333333335
2023-04,60,30,28,0.44992635707997153,0.3755811915136593,airflow,low,0.4666666666666667
2023-05,60,18,18,0.28930163706025774,0.2657553578326248,airflow,low,0.3
2023-06,60,23,23,0.37416062506566955,0.33227657572466046,airflow,low,0.38333333333333336
2023-07,60,37,36,0.5933795259451092,0.5117115278529679,airflow,low,0.6
2023-08,60,30,29,0.46493709377304454,0.38011372227964624,airflow,low,0.48333333333333334
2023-09,60,31,30,0.48397722961951367,0.39524348790861874,airflow,low,0.5
2023-10,60,23,23,0.3738550569118154,0.33180678325888296,airflow,low,0.38333333333333336
2023-11,60,30,30,0.4946999475890985,0.40700215882717244,airflow,low,0.5
2023-12,60,23,23,0.36306361318868896,0.3023397173560321,airflow,low,0.38333333333333336
2024-01,60,24,24,0.39768891274527346,0.34018930033500117,airflow,low,0.4
2024-02,60,23,22,0.3605283605283605,0.2923181135455676,airflow,low,0.36666666666666664
2024-03,60,19,18,0.2902777777777778,0.23558516848794475,airflow,low,0.3
2024-04,60,29,28,0.44804982817869415,0.3728876037750764,airflow,low,0.4666666666666667
2024-05,60,27,27,0.42036026157736683,0.3558258829673461,airflow,low,0.45
2024-06,60,28,27,0.4255756182348217,0.37621516145567907,airflow,low,0.45
2024-07,60,24,23,0.38046957410673193,0.3292877015461469,airflow,low,0.38333333333333336
2024-08,60,30,30,0.48869047619047623,0.38396996108222337,airflow,low,0.5
2024-09,60,31,31,0.4987262173326963,0.42819461449241575,airflow,low,0.5166666666666667
2024-10,60,27,24,0.39840657590462125,0.35599387283930894,airflow,low,0.4
2024-11,60,25,24,0.3875732040467684,0.31421267186811996,airflow,low,0.4
2024-12,60,20,20,0.3250662217667723,0.26956267047564064,airflow,low,0.3333333333333333
2025-01,60,31,30,0.4922828907203908,0.4117207010202746,airflow,low,0.5
2025-02,60,28,28,0.4412243047378973,0.3713512102109163,airflow,low,0.4666666666666667
2025-03,60,23,23,0.3812793427230047,0.304956314020184,airflow,low,0.38333333333333336
2025-04,60,18,18,0.2936090105612456,0.2534184549134103,airflow,low,0.3
2025-05,60,18,18,0.29209645782854504,0.2487639726949564,airflow,low,0.3
2025-06,60,27,27,0.43498759305210916,0.38671821686855323,airflow,low,0.45
2025-07,60,25,25,0.39843959880748187,0.34030606497174964,airflow,low,0.4166666666666667
2025-08,60,27,26,0.42349820692528606,0.350938446122872,airflow,low,0.43333333333333335
2025-09,60,24,23,0.37355622750747736,0.32767407446542074,airflow,low,0.38333333333333336
2025-10,60,25,25,0.4003322700691122,0.332443594303316,airflow,low,0.4166666666666667
2025-11,60,22,21,0.3244021431076483,0.28795031393143317,airflow,low,0.35
2025-12,60,25,24,0.39696485117378033,0.3227240677695642,airflow,low,0.4
2021-01,60,16,15,0.24603619824216813,0.20595967338992646,airflow,medium,0.25
2021-02,60,24,22,0.3541700791700792,0.31942931678064357,airflow,medium,0.36666666666666664
2021-03,60,17,16,0.25078436862186154,0.22764524590253693,airflow,medium,0.26666666666666666
2021-04,60,24,24,0.37336111111111114,0.32472553944721866,airflow,medium,0.4
2021-05,60,22,20,0.3287604620073115,0.3043697212039525,airflow,medium,0.3333333333333333
2021-06,60,22,20,0.3200443786982249,0.286161302506362,airflow,medium,0.3333333333333333
2021-07,60,21,20,0.31666219689350766,0.28412012291871075,airflow,medium,0.3333333333333333
2021-08,60,27,27,0.4127402804164344,0.3536062194243417,airflow,medium,0.45
2021-09,60,24,24,0.3712698606955242,0.34229632827034157,airflow,medium,0.4
2021-10,60,24,23,0.3276549855373385,0.29380033695789737,airflow,medium,0.38333333333333336
2021-11,60,21,21,0.3380456174485762,0.2804501689201699,airflow,medium,0.35
2021-12,60,27,26,0.39363226470021445,0.3394129719026531,airflow,medium,0.43333333333333335
2022-01,60,21,18,0.26019637591328143,0.25924958679275534,airflow,medium,0.3
2022-02,60,24,24,0.376795689349595,0.3028221854046673,airflow,medium,0.4
2022-03,60,30,27,0.4254125416364704,0.389549753546213,airflow,medium,0.45
2022-04,60,21,20,0.28743586610358596,0.2451655756220137,airflow,medium,0.3333333333333333
2022-05,60,29,27,0.42452844732333894,0.3806235251202493,airflow,medium,0.45
2022-06,60,27,25,0.4031037080712788,0.3347630177649945,airflow,medium,0.4166666666666667
2022-07,60,32,32,0.5157071120192134,0.43994666365791246,airflow,medium,0.5333333333333333
2022-08,60,23,22,0.333384384467766,0.2864456428164516,airflow,medium,0.36666666666666664
2022-09,60,30,28,0.4262925612002823,0.38095442384192185,airflow,medium,0.4666666666666667
2022-10,60,19,17,0.23171059106569528,0.24194405871507604,airflow,medium,0.2833333333333333
2022-11,60,24,23,0.36095135414689505,0.32077600184379096,airflow,medium,0.38333333333333336
2022-12,60,27,25,0.4025840335464398,0.35768990092949493,airflow,medium,0.4166666666666667
2023-01,60,28,27,0.43525454457153795,0.38977602910316395,airflow,medium,0.45
2023-02,60,27,26,0.4108722773339118,0.3760109094913435,airflow,medium,0.43333333333333335
2023-03,60,26,26,0.4043694276675295,0.37780083699176215,airflow,medium,0.43333333333333335
2023-04,60,30,26,0.3854865663621229,0.3755811915136593,airflow,medium,0.43333333333333335
2023-05,60,18,18,0.28422764280738416,0.2657553578326248,airflow,medium,0.3
2023-06,60,23,22,0.3446407542019102,0.33227657572466046,airflow,medium,0.36666666666666664
2023-07,60,37,36,0.5729569519357902,0.5117115278529679,airflow,medium,0.6
2023-08,60,30,25,0.4110545180154688,0.38011372227964624,airflow,medium,0.4166666666666667
2023-09,60,31,29,0.43846341559707425,0.39524348790861874,airflow,medium,0.48333333333333334
2023-10,60,23,23,0.3565316105937816,0.33180678325888296,airflow,medium,0.38333333333333336
2023-11,60,30,29,0.4483417277566048,0.40700215882717244,airflow,medium,0.48333333333333334
2023-12,60,23,21,0.320925512354936,0.3023397173560321,airflow,medium,0.35
